,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
CONFIDENCE /  obstacles & challenge,"(('life', 'NN'), 15)","(('addiction', 'NN'), 8)","(('that', 'WDT'), 8)","(('drugs', 'NNS'), 8)","(('friends', 'NNS'), 7)","(('been', 'VBN'), 7)","(('when', 'WRB'), 7)","(('something', 'NN'), 6)","(('hardships', 'NNS'), 6)","(('When', 'WRB'), 5)","(('demons', 'NNS'), 5)","(('thing', 'NN'), 5)","(('idea', 'NN'), 4)","(('One', 'CD'), 4)","(('drug', 'NN'), 4)","(('anyone', 'NN'), 4)","(('obstacles', 'NNS'), 4)","(('more', 'JJR'), 4)","(('who', 'WP'), 4)","(('out', 'RP'), 4)"
CONFIDENCE / acceptance & worth,"(('life', 'NN'), 6)","(('friends', 'NNS'), 6)","(('hard', 'JJ'), 5)","(('people', 'NNS'), 5)","(('disguise', 'NN'), 5)","(('beliefs', 'NNS'), 4)","(('when', 'WRB'), 4)","(('what', 'WP'), 4)","(('first', 'JJ'), 4)","(('stigma', 'NN'), 4)","(('years', 'NNS'), 3)","(('closest', 'JJS'), 3)","(('things', 'NNS'), 3)","(('recovery', 'NN'), 3)","(('When', 'WRB'), 3)","(('good', 'JJ'), 3)","(('每', 'NN'), 3)","(('time', 'NN'), 3)","(('shame', 'NN'), 3)","(('negative', 'JJ'), 2)"
CONFIDENCE / action & behavior,"(('something', 'NN'), 9)","(('that', 'WDT'), 7)","(('life', 'NN'), 5)","(('problem', 'NN'), 5)","(('bad', 'JJ'), 5)","(('habits', 'NNS'), 5)","(('recovery', 'NN'), 4)","(('more', 'JJR'), 4)","(('addiction', 'NN'), 4)","(('triggers', 'NNS'), 4)","(('what', 'WP'), 3)","(('pot', 'NN'), 3)","(('fate', 'NN'), 3)","(('there', 'EX'), 3)","(('lazy', 'JJ'), 3)","(('step', 'NN'), 3)","(('laziness', 'NN'), 3)","(('being', 'VBG'), 2)","(('man', 'NN'), 2)","(('chemical', 'NN'), 2)"
CONFLICT,"(('conflict', 'NN'), 12)","(('how', 'WRB'), 6)","(('people', 'NNS'), 5)","(('emotions', 'NNS'), 5)","(('way', 'NN'), 5)","(('situations', 'NNS'), 5)","(('hostility', 'NN'), 4)","(('someone', 'NN'), 4)","(('that', 'WDT'), 4)","(('who', 'WP'), 3)","(('when', 'WRB'), 3)","(('more', 'JJR'), 3)","(('something', 'NN'), 3)","(('reacting', 'VBG'), 3)","(('avoiding', 'VBG'), 3)","(('detox', 'NN'), 2)","(('world', 'NN'), 2)","(('issue', 'NN'), 2)","(('doing', 'VBG'), 2)","(('life', 'NN'), 2)"
CONTROL,"(('control', 'NN'), 12)","(('life', 'NN'), 9)","(('things', 'NNS'), 5)","(('way', 'NN'), 5)","(('bad', 'JJ'), 4)","(('something', 'NN'), 3)","(('coaster', 'NN'), 3)","(('what', 'WP'), 3)","(('how', 'WRB'), 3)","(('there', 'EX'), 3)","(('controller', 'NN'), 3)","(('sense', 'NN'), 3)","(('impulses', 'NNS'), 3)","(('many', 'JJ'), 3)","(('detox', 'NN'), 2)","(('controlaholic', 'NN'), 2)","(('compulsions', 'NNS'), 2)","(('when', 'WRB'), 2)","(('someone', 'NN'), 2)","(('addicted', 'VBN'), 2)"
COURAGE,"(('help', 'NN'), 4)","(('life', 'NN'), 3)","(('who', 'WP'), 2)","(('when', 'WRB'), 2)","(('Today', 'NN'), 2)","(('support', 'NN'), 2)","(('what', 'WP'), 2)","(('bitter', 'JJ'), 2)","(('scary', 'JJ'), 2)","(('junk', 'NN'), 2)","(('one', 'CD'), 2)","(('recovery', 'NN'), 2)","(('entire', 'JJ'), 2)","(('that', 'WDT'), 2)","(('rational', 'JJ'), 2)","(('places', 'NNS'), 1)","(('rationalization', 'NN'), 1)","(('thoughts', 'NNS'), 1)","(('Reaching', 'VBG'), 1)","(('Asking', 'VBG'), 1)"
CRAVINGS / support & help,"(('bad', 'JJ'), 3)","(('cravings', 'NNS'), 3)","(('when', 'WRB'), 3)","(('pot', 'NN'), 2)","(('Just', 'NNP'), 2)","(('thoughts', 'NNS'), 2)","(('one', 'CD'), 2)","(('rid', 'JJ'), 2)","(('sponsor', 'NN'), 2)","(('others', 'NNS'), 2)","(('more', 'JJR'), 2)","(('more', 'RBR'), 2)","(('days', 'NNS'), 2)","(('craving', 'NN'), 2)","(('darkest', 'JJS'), 1)","(('1', 'CD'), 1)","(('better', 'JJR'), 1)","(('least', 'JJS'), 1)","(('religious', 'JJ'), 1)","(('estimation', 'NN'), 1)"
CRAVINGS / vulnerability & learning,"(('that', 'WDT'), 12)","(('cravings', 'NNS'), 10)","(('addiction', 'NN'), 9)","(('power', 'NN'), 8)","(('craving', 'NN'), 8)","(('Cravings', 'NNS'), 7)","(('out', 'RP'), 5)","(('one', 'CD'), 5)","(('impulses', 'NNS'), 5)","(('I＊m', 'NNP'), 4)","(('When', 'WRB'), 4)","(('something', 'NN'), 4)","(('life', 'NN'), 3)","(('things', 'NNS'), 3)","(('how', 'WRB'), 3)","(('good', 'JJ'), 3)","(('place', 'NN'), 3)","(('important', 'JJ'), 3)","(('Today', 'NN'), 3)","(('way', 'NN'), 3)"
CRAVINGS / will power & tools,"(('cravings', 'NNS'), 8)","(('when', 'WRB'), 6)","(('addiction', 'NN'), 6)","(('pot', 'NN'), 4)","(('how', 'WRB'), 4)","(('time', 'NN'), 4)","(('more', 'JJR'), 4)","(('that', 'WDT'), 4)","(('one', 'CD'), 4)","(('way', 'NN'), 4)","(('impulses', 'NNS'), 4)","(('something', 'NN'), 3)","(('life', 'NN'), 3)","(('craving', 'VBG'), 3)","(('easy', 'JJ'), 3)","(('point', 'NN'), 3)","(('drug', 'NN'), 3)","(('good', 'JJ'), 3)","(('body', 'NN'), 3)","(('part', 'NN'), 3)"
DAILY WORK,"(('new', 'JJ'), 5)","(('things', 'NNS'), 5)","(('recovery', 'NN'), 5)","(('that', 'WDT'), 5)","(('thoughts', 'NNS'), 4)","(('life', 'NN'), 4)","(('negative', 'JJ'), 3)","(('important', 'JJ'), 3)","(('I＊m', 'NNP'), 3)","(('There', 'EX'), 2)","(('goal', 'NN'), 2)","(('able', 'JJ'), 2)","(('being', 'VBG'), 2)","(('exploring', 'VBG'), 2)","(('when', 'WRB'), 2)","(('times', 'NNS'), 2)","(('elements', 'NNS'), 2)","(('list', 'NN'), 2)","(('what', 'WP'), 2)","(('motivations', 'NNS'), 2)"
DEAD END,"(('drugs', 'NNS'), 12)","(('up', 'RP'), 8)","(('friends', 'NNS'), 8)","(('life', 'NN'), 8)","(('addiction', 'NN'), 7)","(('time', 'NN'), 6)","(('money', 'NN'), 6)","((""'s"", 'POS'), 6)","(('been', 'VBN'), 6)","(('world', 'NN'), 5)","(('when', 'WRB'), 5)","(('dependency', 'NN'), 5)","(('much', 'JJ'), 5)","(('dead', 'JJ'), 5)","(('first', 'JJ'), 5)","(('demons', 'NNS'), 5)","(('using', 'VBG'), 5)","(('out', 'RP'), 5)","(('that', 'WDT'), 5)","(('dope', 'NN'), 4)"
DELUSION,"(('when', 'WRB'), 7)","(('time', 'NN'), 7)","(('life', 'NN'), 6)","(('what', 'WP'), 6)","(('pot', 'NN'), 5)","(('easy', 'JJ'), 5)","(('I＊m', 'NNP'), 4)","(('delusion', 'NN'), 4)","(('things', 'NNS'), 4)","(('feelings', 'NNS'), 4)","(('friends', 'NNS'), 4)","(('good', 'JJ'), 4)","(('addiction', 'NN'), 4)","(('been', 'VBN'), 4)","(('up', 'RP'), 3)","(('something', 'NN'), 3)","(('able', 'JJ'), 3)","(('When', 'WRB'), 3)","(('evolving', 'VBG'), 3)","(('tough', 'JJ'), 3)"
DEMONS,"(('food', 'NN'), 11)","(('thoughts', 'NNS'), 9)","(('demons', 'NNS'), 7)","(('what', 'WP'), 6)","(('been', 'VBN'), 6)","(('recovery', 'NN'), 5)","(('there', 'EX'), 5)","(('that', 'WDT'), 5)","(('when', 'WRB'), 4)","(('years', 'NNS'), 4)","(('hell', 'NN'), 4)","(('addiction', 'NN'), 4)","(('something', 'NN'), 4)","(('thought', 'NN'), 3)","(('program', 'NN'), 3)","(('things', 'NNS'), 3)","(('When', 'WRB'), 3)","(('out', 'RP'), 3)","(('dreams', 'NNS'), 3)","(('Alanon', 'NNP'), 2)"
DENIAL,"(('benefits', 'NNS'), 5)","(('things', 'NNS'), 4)","(('detox', 'NN'), 3)","(('up', 'RP'), 3)","(('Denial', 'NNP'), 3)","(('friends', 'NNS'), 3)","(('addiction', 'NN'), 3)","(('sobriety', 'NN'), 3)","(('There', 'EX'), 3)","(('anything', 'NN'), 2)","(('drugs', 'NNS'), 2)","(('course', 'NN'), 2)","(('life', 'NN'), 2)","(('denial', 'NN'), 2)","(('lot', 'NN'), 2)","(('who', 'WP'), 2)","(('time', 'NN'), 2)","(('addicted', 'VBN'), 2)","(('benefit', 'NN'), 2)","(('sickness', 'NN'), 2)"
DESPAIR,"(('addiction', 'NN'), 3)","(('misery', 'NN'), 3)","(('that', 'WDT'), 2)","(('least', 'JJS'), 2)","(('there', 'EX'), 2)","(('pot', 'NN'), 2)","(('crutch', 'NN'), 2)","(('watching', 'VBG'), 2)","(('mechanism', 'NN'), 1)","(('hard', 'JJ'), 1)","(('grip', 'NN'), 1)","(('situation', 'NN'), 1)","(('something', 'NN'), 1)","(('halt', 'NN'), 1)","(('opposite', 'JJ'), 1)","(('spiral', 'JJ'), 1)","(('Growing', 'VBG'), 1)","(('mindset', 'NN'), 1)","(('able', 'JJ'), 1)","(('despair', 'NN'), 1)"
EGO,"(('life', 'NN'), 7)","(('friends', 'NNS'), 7)","(('who', 'WP'), 6)","(('when', 'WRB'), 6)","(('something', 'NN'), 4)","(('second', 'JJ'), 4)","(('curve', 'NN'), 4)","(('how', 'WRB'), 4)","(('help', 'NN'), 4)","(('drugs', 'NNS'), 4)","(('addiction', 'NN'), 4)","(('nature', 'NN'), 4)","(('junk', 'NN'), 4)","(('addicted', 'VBN'), 3)","(('being', 'VBG'), 3)","(('junkie', 'NN'), 3)","(('trash', 'NN'), 3)","(('positive', 'JJ'), 3)","((""'s"", 'POS'), 3)","(('there', 'EX'), 3)"
EMOTIONS,"(('feelings', 'NNS'), 19)","(('emotions', 'NNS'), 13)","(('drugs', 'NNS'), 10)","(('that', 'WDT'), 9)","(('life', 'NN'), 8)","(('when', 'WRB'), 7)","(('what', 'WP'), 6)","(('how', 'WRB'), 6)","(('able', 'JJ'), 6)","(('being', 'VBG'), 5)","(('anxiety', 'NN'), 5)","(('time', 'NN'), 5)","(('way', 'NN'), 5)","(('anger', 'NN'), 5)","(('feeling', 'NN'), 5)","(('order', 'NN'), 5)","(('conflict', 'NN'), 5)","(('more', 'JJR'), 4)","(('other', 'JJ'), 4)","(('addiction', 'NN'), 4)"
EXCUSES,"(('excuses', 'NNS'), 24)","(('When', 'WRB'), 6)","(('what', 'WP'), 5)","(('that', 'WDT'), 5)","(('time', 'NN'), 5)","(('more', 'JJR'), 5)","(('when', 'WRB'), 4)","(('doing', 'VBG'), 4)","(('drugs', 'NNS'), 4)","(('crutch', 'NN'), 4)","(('addiction', 'NN'), 4)","(('who', 'WP'), 3)","(('behavior', 'NN'), 3)","(('nothing', 'NN'), 3)","(('there', 'EX'), 3)","(('sobriety', 'NN'), 3)","(('reason', 'NN'), 3)","(('trying', 'VBG'), 3)","(('crutches', 'NNS'), 3)","(('addict', 'NN'), 3)"
FAITH,"(('something', 'NN'), 5)","(('fate', 'NN'), 3)","(('power', 'NN'), 3)","(('when', 'WRB'), 2)","(('up', 'RP'), 2)","(('there', 'EX'), 2)","(('days', 'NNS'), 2)","(('craving', 'NN'), 2)","(('that', 'WDT'), 2)","(('higher', 'JJR'), 2)","(('When', 'WRB'), 2)","(('darkest', 'JJS'), 1)","(('catches', 'NNS'), 1)","(('beautiful', 'JJ'), 1)","(('resources', 'NNS'), 1)","(('same', 'JJ'), 1)","(('religious', 'JJ'), 1)","(('care', 'NN'), 1)","(('regrets', 'NNS'), 1)","(('much', 'JJ'), 1)"
FEAR,"(('I＊m', 'NNP'), 4)","(('recovery', 'NN'), 4)","(('change', 'NN'), 3)","(('Today', 'NN'), 2)","(('changes', 'NNS'), 2)","(('first', 'JJ'), 2)","(('groups', 'NNS'), 2)","(('that', 'WDT'), 2)","(('strength', 'NN'), 1)","(('cloud§', 'NN'), 1)","(('requirement', 'NN'), 1)","(('nervous', 'JJ'), 1)","(('ability', 'NN'), 1)","(('supportive', 'JJ'), 1)","(('ho', 'NN'), 1)","(('new', 'JJ'), 1)","(('meetings', 'NNS'), 1)","(('reality', 'NN'), 1)","(('sober', 'NN'), 1)","(('working', 'VBG'), 1)"
FORGIVENESS,"(('manic', 'JJ'), 4)","(('gone', 'VBN'), 3)","(('friends', 'NNS'), 3)","(('past', 'NN'), 2)","(('fault', 'NN'), 2)","(('new', 'JJ'), 2)","(('people', 'NNS'), 2)","(('years', 'NNS'), 2)","(('who', 'WP'), 2)","(('moment', 'NN'), 2)","(('When', 'WRB'), 2)","(('relationships', 'NNS'), 2)","(('ten', 'NN'), 1)","(('disorder', 'NN'), 1)","(('bipolars', 'NNS'), 1)","(('schizophrenics', 'NNS'), 1)","(('same', 'JJ'), 1)","(('family', 'NN'), 1)","(('close', 'JJ'), 1)","(('place', 'NN'), 1)"
FREEDOM,"(('life', 'NN'), 7)","(('free', 'JJ'), 7)","(('being', 'VBG'), 5)","(('layers', 'NNS'), 5)","(('control', 'NN'), 5)","(('food', 'NN'), 5)","((""'s"", 'POS'), 4)","(('that', 'WDT'), 4)","(('been', 'VBN'), 4)","(('out', 'RP'), 4)","(('addiction', 'NN'), 4)","(('每', 'NN'), 4)","(('light', 'JJ'), 3)","(('misery', 'NN'), 3)","(('bad', 'JJ'), 3)","(('每', 'NNP'), 3)","(('much', 'JJ'), 3)","(('drugs', 'NNS'), 3)","(('time', 'NN'), 3)","(('one', 'CD'), 3)"
FREEDOM / future & growth,"(('when', 'WRB'), 12)","(('life', 'NN'), 12)","(('recovery', 'NN'), 9)","(('that', 'WDT'), 8)","(('things', 'NNS'), 7)","(('feelings', 'NNS'), 6)","(('time', 'NN'), 6)","(('something', 'NN'), 6)","(('one', 'CD'), 6)","(('possible', 'JJ'), 5)","(('addiction', 'NN'), 5)","(('future', 'NN'), 5)","(('addict', 'NN'), 5)","(('fate', 'NN'), 5)","(('miracle', 'NN'), 4)","(('true', 'JJ'), 4)","(('been', 'VBN'), 4)","(('clean', 'JJ'), 4)","(('drugs', 'NNS'), 4)","(('step', 'NN'), 4)"
FREEDOM / past & let go,"(('life', 'NN'), 21)","(('what', 'WP'), 9)","(('things', 'NNS'), 8)","(('drugs', 'NNS'), 8)","(('future', 'NN'), 8)","(('today', 'NN'), 7)","(('addiction', 'NN'), 7)","(('journey', 'NN'), 7)","(('slate', 'NN'), 7)","(('time', 'NN'), 6)","(('way', 'NN'), 6)","(('freedom', 'NN'), 6)","(('recovery', 'NN'), 5)","(('people', 'NNS'), 5)","(('Today', 'NN'), 5)","(('anger', 'NN'), 5)","(('part', 'NN'), 5)","(('God', 'NNP'), 4)","(('when', 'WRB'), 4)","(('When', 'WRB'), 4)"
FREEDOM / peace & harmony,"(('life', 'NN'), 8)","(('when', 'WRB'), 7)","(('what', 'WP'), 6)","(('There', 'EX'), 5)","(('anxiety', 'NN'), 5)","(('free', 'JJ'), 5)","(('discomfort', 'NN'), 4)","(('God', 'NNP'), 4)","(('feelings', 'NNS'), 4)","(('little', 'JJ'), 4)","(('that', 'WDT'), 4)","(('drugs', 'NNS'), 4)","(('people', 'NNS'), 4)","(('addiction', 'NN'), 4)","(('time', 'NN'), 4)","(('edge', 'NN'), 4)","(('When', 'WRB'), 3)","(('how', 'WRB'), 3)","(('exiled', 'VBN'), 3)","(('there', 'EX'), 3)"
FREEDOM / tools & strategies,"(('life', 'NN'), 18)","(('recovery', 'NN'), 13)","(('God', 'NNP'), 13)","(('way', 'NN'), 11)","(('that', 'WDT'), 11)","(('When', 'WRB'), 9)","(('things', 'NNS'), 9)","(('new', 'JJ'), 8)","(('when', 'WRB'), 7)","(('been', 'VBN'), 7)","(('one', 'CD'), 7)","(('doing', 'VBG'), 6)","(('someone', 'NN'), 6)","(('healthy', 'JJ'), 6)","(('addiction', 'NN'), 6)","(('something', 'NN'), 6)","(('day', 'NN'), 6)","(('who', 'WP'), 6)","(('more', 'RBR'), 6)","(('anger', 'NN'), 5)"
GIVING / GENEROSITY,"(('who', 'WP'), 5)","(('recovery', 'NN'), 5)","(('how', 'WRB'), 4)","(('something', 'NN'), 4)","(('share', 'NN'), 4)","(('people', 'NNS'), 3)","(('friends', 'NNS'), 3)","(('what', 'WP'), 3)","(('someone', 'NN'), 3)","(('others', 'NNS'), 3)","(('paying', 'VBG'), 3)","(('steps', 'NNS'), 3)","(('anything', 'NN'), 2)","(('People', 'NNS'), 2)","(('given', 'VBN'), 2)","(('life', 'NN'), 2)","(('person', 'NN'), 2)","(('rooms', 'NNS'), 2)","(('peace', 'NN'), 2)","(('true', 'JJ'), 2)"
GOD / reach out,"(('God', 'NNP'), 9)","(('food', 'NN'), 6)","(('out', 'RP'), 5)","(('that', 'WDT'), 5)","(('foods', 'NNS'), 4)","(('recovery', 'NN'), 4)","(('new', 'JJ'), 3)","(('down', 'RP'), 3)","(('addiction', 'NN'), 3)","(('hole', 'NN'), 3)","(('one', 'CD'), 3)","(('good', 'JJ'), 3)","(('beliefs', 'NNS'), 2)","(('old', 'JJ'), 2)","(('people', 'NNS'), 2)","(('belief', 'NN'), 2)","(('cycle', 'NN'), 2)","(('when', 'WRB'), 2)","(('due', 'JJ'), 2)","(('trying', 'VBG'), 2)"
GOD / thy will,"(('God', 'NNP'), 9)","(('life', 'NN'), 5)","(('problem', 'NN'), 5)","(('that', 'WDT'), 5)","(('pain', 'NN'), 5)","(('situation', 'NN'), 4)","(('things', 'NNS'), 4)","(('recovery', 'NN'), 4)","(('more', 'JJR'), 4)","(('anxiety', 'NN'), 3)","(('day', 'NN'), 3)","(('what', 'WP'), 3)","(('when', 'WRB'), 3)","(('trying', 'VBG'), 3)","(('more', 'RBR'), 3)","(('one', 'CD'), 3)","(('program', 'NN'), 3)","(('there', 'EX'), 3)","(('done', 'VBN'), 3)","(('much', 'JJ'), 2)"
GRATITUDE / for others,"(('life', 'NN'), 7)","(('when', 'WRB'), 4)","(('miracle', 'NN'), 4)","(('how', 'WRB'), 4)","(('that', 'WDT'), 4)","(('junk', 'NN'), 4)","(('years', 'NNS'), 3)","(('things', 'NNS'), 3)","(('junkie', 'NN'), 3)","(('trash', 'NN'), 3)","(('positive', 'JJ'), 3)","(('out', 'RP'), 3)","(('children', 'NNS'), 3)","(('friends', 'NNS'), 3)","(('thing', 'NN'), 3)","(('drugs', 'NNS'), 3)","(('way', 'NN'), 3)","(('one', 'CD'), 3)","(('something', 'NN'), 2)","(('looking', 'VBG'), 2)"
GRATITUDE / for self,"(('recovery', 'NN'), 6)","(('things', 'NNS'), 4)","(('positive', 'JJ'), 4)","(('thoughts', 'NNS'), 3)","(('that', 'WDT'), 3)","(('conducive', 'JJ'), 2)","(('thinking', 'NN'), 2)","(('new', 'JJ'), 2)","(('fulfillment', 'NN'), 2)","(('self-confidence', 'NN'), 2)","(('helpful', 'JJ'), 2)","(('when', 'WRB'), 2)","(('own', 'JJ'), 2)","(('ways', 'NNS'), 2)","(('rewards', 'NNS'), 2)","(('way', 'NN'), 2)","(('learned', 'VBN'), 2)","(('disease', 'NN'), 2)","(('inner', 'JJ'), 2)","(('encouraging', 'VBG'), 2)"
GRATITUDE / opportunities,"(('something', 'NN'), 5)","(('clean', 'JJ'), 4)","(('fate', 'NN'), 4)","(('life', 'NN'), 3)","(('what', 'WP'), 3)","(('hell', 'NN'), 3)","(('that', 'WDT'), 3)","(('beautiful', 'JJ'), 2)","(('staying', 'VBG'), 2)","(('withdrawal', 'NN'), 2)","(('who', 'WP'), 2)","(('time', 'NN'), 2)","(('past', 'NN'), 2)","(('gone', 'VBN'), 2)","(('opportunities', 'NNS'), 2)","(('grateful', 'JJ'), 2)","(('moments', 'NNS'), 2)","(('slate', 'NN'), 2)","(('There', 'EX'), 1)","(('same', 'JJ'), 1)"
GRATITUDE / progress & growth,"(('life', 'NN'), 15)","(('God', 'NNP'), 12)","(('journey', 'NN'), 7)","(('that', 'WDT'), 6)","(('drugs', 'NNS'), 6)","(('recovery', 'NN'), 5)","(('little', 'JJ'), 5)","(('something', 'NN'), 5)","(('when', 'WRB'), 4)","(('today', 'NN'), 4)","(('been', 'VBN'), 4)","(('people', 'NNS'), 4)","(('one', 'CD'), 4)","(('years', 'NNS'), 3)","(('who', 'WP'), 3)","(('what', 'WP'), 3)","(('When', 'WRB'), 3)","(('way', 'NN'), 3)","(('how', 'WRB'), 3)","(('wins', 'NNS'), 3)"
GROWTH,"(('when', 'WRB'), 4)","(('connections', 'NNS'), 3)","(('set', 'VBN'), 2)","(('new', 'JJ'), 2)","(('change', 'NN'), 2)","(('bridges', 'NNS'), 2)","(('more', 'JJR'), 2)","(('amount', 'NN'), 1)","(('insult', 'NN'), 1)","(('age', 'NN'), 1)","(('continuing', 'VBG'), 1)","(('dear', 'NN'), 1)","(('path', 'NN'), 1)","(('examination', 'NN'), 1)","(('love', 'NN'), 1)","(('short', 'JJ'), 1)","(('beliefs', 'NNS'), 1)","(('Nothing', 'NN'), 1)","(('old', 'JJ'), 1)","(('asked', 'VBN'), 1)"
GROWTH / behavior & habits,"(('way', 'NN'), 7)","(('positive', 'JJ'), 7)","(('when', 'WRB'), 6)","(('that', 'WDT'), 6)","(('new', 'JJ'), 5)","(('drugs', 'NNS'), 5)","(('life', 'NN'), 4)","(('second', 'JJ'), 4)","(('behaviors', 'NNS'), 4)","(('rules', 'NNS'), 4)","(('nature', 'NN'), 4)","(('detox', 'NN'), 3)","(('how', 'WRB'), 3)","(('things', 'NNS'), 3)","(('progress', 'NN'), 3)","(('old', 'JJ'), 3)","(('logical', 'JJ'), 3)","(('been', 'VBN'), 3)","(('using', 'VBG'), 3)","(('changes', 'NNS'), 3)"
GROWTH / celebrate,"(('little', 'JJ'), 3)","(('wins', 'NNS'), 3)","(('more', 'RBR'), 2)","(('good', 'JJ'), 2)","(('how', 'WRB'), 2)","(('sobriety', 'NN'), 1)","(('much', 'JJ'), 1)","(('least', 'JJS'), 1)","(('many', 'JJ'), 1)","(('anything', 'NN'), 1)","(('acknowledged', 'VBN'), 1)","(('bunch', 'NN'), 1)","(('mind', 'NN'), 1)","(('certain', 'JJ'), 1)","(('gift', 'NN'), 1)","(('one', 'CD'), 1)","(('big', 'JJ'), 1)","(('milestones', 'NNS'), 1)","(('something', 'NN'), 1)","(('direction', 'NN'), 1)"
GROWTH / goals & future,"(('benefits', 'NNS'), 5)","(('future', 'NN'), 5)","(('finish', 'JJ'), 4)","(('line', 'NN'), 4)","(('sobriety', 'NN'), 4)","(('getting', 'VBG'), 4)","(('clean', 'JJ'), 3)","(('drugs', 'NNS'), 3)","(('life', 'NN'), 3)","(('things', 'NNS'), 3)","(('When', 'WRB'), 3)","(('dope', 'NN'), 3)","(('sober', 'JJ'), 2)","(('detox', 'NN'), 2)","(('being', 'VBG'), 2)","(('true', 'JJ'), 2)","(('addiction', 'NN'), 2)","(('idea', 'NN'), 2)","(('house', 'NN'), 2)","(('benefit', 'NN'), 2)"
GROWTH / learning & mistakes,"(('recovery', 'NN'), 10)","(('life', 'NN'), 9)","(('God', 'NNP'), 9)","(('when', 'WRB'), 8)","(('what', 'WP'), 7)","(('lessons', 'NNS'), 6)","(('problem', 'NN'), 6)","(('who', 'WP'), 5)","(('drugs', 'NNS'), 5)","(('that', 'WDT'), 5)","(('freedom', 'NN'), 5)","(('up', 'RP'), 4)","(('signs', 'NNS'), 4)","(('hard', 'JJ'), 4)","(('going', 'VBG'), 4)","(('obstacles', 'NNS'), 4)","(('how', 'WRB'), 4)","(('part', 'NN'), 4)","(('person', 'NN'), 3)","(('drug', 'NN'), 3)"
GROWTH / motivation & boosts,"(('that', 'WDT'), 7)","(('life', 'NN'), 6)","(('recovery', 'NN'), 6)","(('what', 'WP'), 5)","(('When', 'WRB'), 5)","(('new', 'JJ'), 5)","(('things', 'NNS'), 4)","(('people', 'NNS'), 4)","(('great', 'JJ'), 3)","(('more', 'JJR'), 3)","(('changes', 'NNS'), 3)","(('better', 'JJR'), 3)","(('jealousy', 'NN'), 3)","(('future', 'NN'), 3)","(('more', 'RBR'), 3)","(('exploring', 'VBG'), 2)","(('when', 'WRB'), 2)","(('side', 'NN'), 2)","(('ways', 'NNS'), 2)","(('motivations', 'NNS'), 2)"
GROWTH / proud,"(('miracle', 'NN'), 4)","(('edge', 'NN'), 4)","(('much', 'JJ'), 3)","(('when', 'WRB'), 3)","(('I＊m', 'NNP'), 3)","(('able', 'JJ'), 2)","(('times', 'NNS'), 2)","(('free', 'JJ'), 2)","(('what', 'WP'), 2)","(('own', 'JJ'), 2)","(('long', 'JJ'), 2)","(('drugs', 'NNS'), 2)","(('taking', 'VBG'), 2)","(('day', 'NN'), 2)","(('that', 'WDT'), 2)","(('possible', 'JJ'), 2)","(('thing', 'NN'), 2)","(('sober', 'JJ'), 1)","(('Negativity', 'NNP'), 1)","(('nap', 'NN'), 1)"
GROWTH / successes,"(('when', 'WRB'), 9)","(('one', 'CD'), 9)","(('life', 'NN'), 6)","(('room', 'NN'), 5)","(('problem', 'NN'), 4)","(('feelings', 'NNS'), 4)","(('challenges', 'NNS'), 4)","(('out', 'RP'), 3)","(('challenge', 'NN'), 3)","(('ways', 'NNS'), 3)","(('great', 'JJ'), 3)","(('hard', 'JJ'), 3)","(('little', 'JJ'), 3)","(('been', 'VBN'), 3)","(('people', 'NNS'), 3)","(('where', 'WRB'), 3)","(('addiction', 'NN'), 3)","(('time', 'NN'), 3)","(('trying', 'VBG'), 3)","(('lot', 'NN'), 3)"
GROWTH / supporting myself,"(('going', 'VBG'), 12)","(('that', 'WDT'), 10)","(('life', 'NN'), 8)","(('things', 'NNS'), 6)","(('when', 'WRB'), 5)","(('When', 'WRB'), 5)","(('recovery', 'NN'), 5)","(('out', 'RP'), 5)","(('time', 'NN'), 5)","(('more', 'RBR'), 5)","(('plans', 'NNS'), 4)","(('room', 'NN'), 4)","(('there', 'EX'), 4)","(('friends', 'NNS'), 4)","(('one', 'CD'), 4)","(('important', 'JJ'), 3)","(('days', 'NNS'), 3)","(('healthy', 'JJ'), 3)","(('pot', 'NN'), 3)","(('how', 'WRB'), 3)"
GROWTH / true self,"(('drugs', 'NNS'), 7)","(('instinct', 'NN'), 6)","(('new', 'JJ'), 5)","(('addiction', 'NN'), 5)","(('day', 'NN'), 5)","(('being', 'VBG'), 4)","(('life', 'NN'), 4)","(('when', 'WRB'), 4)","(('thinker', 'NN'), 4)","(('good', 'JJ'), 4)","(('milestones', 'NNS'), 4)","(('instinct', 'JJ'), 4)","(('anything', 'NN'), 3)","(('simple', 'JJ'), 3)","(('been', 'VBN'), 3)","(('old', 'JJ'), 3)","(('feelings', 'NNS'), 3)","(('evolving', 'VBG'), 3)","(('soul', 'NN'), 3)","(('that', 'WDT'), 3)"
