RAW,CATS,WELLGOS,FOCUS,N,GENDER
"I ran away from my responsibilities when I was getting high. I could barely get to work on some days, often lying so I didn’t have to go. I was so crazed one day, I actually made up a lie that my friend got into a car accident, and I couldn’t make it in. The pain of compromising my integrity just to miss work was way greater than the perks I received from missing work. Today, my responsibilities are taken care of, no matter if they’re at work, or at home.","CHANGE / action & behavior,RESPONSIBILITY,ACCOUNTABILITY / Own up","Responsibility Rippler,Values VIP’r,Mentality Mender,Autopilot Auto X’r,ADMIT / accountability",DRUGS/ALC,Alys,female
"I do not always have to act out---whether it be actually using, or just bad behavior. It might be familiar, but I feel so much better when I restrain myself. The rewards are endless. I remember one time I wanted to use, and my clean date was only a few days away. I was struggling so hard with it, but I surrounded myself with people every single day until my clean date. And when I stood up, and received that tag, the gratitude was unbelievable.","SOBRIETY / celebrate & progress,PROGRESS / rewards & proud,GROWTH / successes","Behavior Savior,Abstainer Amazer,Sober Milestoner,The Successcalator,Symbolic Stepper",DRUGS/ALC,Alys,female
"Throughout recovery, I develop an ability to look at myself from the outside. Self-awareness is just that---the ability to see myself objectively, and view my actions as I would another person’s. Analyzing risks becomes easy when you have self-awareness. This awareness has saved my life many times, and I am grateful.","CHANGE / self love & true self,MINDSET / Perceptions,INNER / SELF / awareness","Gratitude Grounder,Soul Controller,Self awareness / habits & behavior,VULNERABILITY / Radical self honesty",DRUGS/ALC,Alys,female
"In addiction, I had no rules for myself. The only rule was go get your blues/painkillers, before you had class, regardless if being late was a consequence. It was in recovery where I learned the importance of having rules for myself. Boundaries for myself and other people are the most common. People can no longer treat me however they want, but I also will not treat myself poorly anymore. Compromising my beliefs just to fit in was no longer an option for me. I began rewriting the rules for myself, and my self-love grew.","INNER MASTERY / beliefs & awareness,GROWTH / behavior & habits,CHANGE / self love & true self,ACCOUNTABILITY / Own up","Responsibility Rebooter,ADMIT / Decisions & beliefs,Values VIP’r,Inner Anointer,Soul Proprietor,Self Worth Surfer",DRUGS/ALC,Alys,female
"It’s been said that it is hard to spot self-deception by yourself, which is why I keep positive, self- aware, people around me. Deception is dangerous for staying clean. I stay teachable when they call me out on my behavior; I listen and can actually change.","DELUSION,INNER / SELF / Inventory,CONFESSION / denial,COMMUNITY / listen to guidance","Pride Puffer,Ego Eclipser,Delusion Detector,ADMIT / honesty,VULNERABILITY / support from others",DRUGS/ALC,Alys,female
"This goes back to acceptance. And it is important to accept situations for what they are, but that doesn’t always mean I should tolerate everything. Staying clean has been about tolerating life on life’s terms, but also not tolerating what will compromise my recovery.","SITUATIONS,MINDSET / obstacles & challenge,INNER MASTERY / challenge & resilience","Situation Unscrewer,Inner Power Allower,Adversity Ninja,Void Avoider,Mighty Motor Cranker,ADMIT / honesty",DRUGS/ALC,Alys,female
"Each step is something to be grateful for, no matter how big or small, because it is still, miles away from where I’ve come. I am so lucky to be alive, and to celebrate each day clean and sober.","PROGRESS / rewards & proud,SOBRIETY / celebrate & progress,GROWTH / celebrate","Baby Step Embracer,Symbolic Stepper,Gratitude Flooder,Joy Kickstarter,Sober Selfie",DRUGS/ALC,Alys,female
"I pledge my sobriety for a day at a time. I do not commit to stay sober forever. I know my weaknesses, and I know that those thoughts might make me nervous. I am strong today, and no matter what is going on in my life, I can stay sober.","SOBRIETY / maintaining & will power,PROGRESS / start small,BABY STEPS / focus on today","Sobriety 101'r,Symbolic Stepper,The Momentumizer ,I-Can-ographer,Confidence Colonizer,WAIT AND SWITCH / Small steps,COMMITMENT knitter / laziness & effort",DRUGS/ALC,Alys,female
" The world thinks what it thinks, but I can change what I think. Being an addict does not have to be embarrassing. When others speak badly about drug addicts, I am typically the first person to try and stop the stigma. But it doesn’t mean it doesn’t hurt. I get through these feelings by surrounding myself with people who understand me, and who don’t judge me.","LABELS / STIGMA,WORTHINESS / connections & sharing,CHANGE / mental confidence,COMMUNITY / healthy relationships","Stigma Striker,Alienation Alleviationator,Worthy Soul’r,RELATIONSHIPS / Build connections & community",DRUGS/ALC,Alys,female
"Opiates gave me so much relief in those first few moments of inhalation. They used to be my only way to handle stress. And now just because I’m clean and sober, it doesn’t mean my life is perfect. I monitor my stress levels with meditation, and personal time for myself. I soothe my stress with various body/workouts. Yoga, meditation, exercise, and even reading, often help to soothe my stress levels.","HABITS,GROWTH / supporting myself,INNER / SELF / balance","Behavior Savior,New Pattern Painter / confidence & awareness,Peace Kickstarter,Placid Reflux,Inner Anointer",DRUGS/ALC,Alys,female
"Stress triggers are the most common form of triggers. Between school, or work, or relationships, stress can trigger some of the worst desires to use than really anything else. I am just getting out of another relationship, which is a trigger in itself. But this relationship was one rollercoaster of a ride, and every time they would leave, the stress was through the roof. It takes time to get better with these things. I am still learning. But I am always talking about it. I am trying my hardest to stay relaxed. I use calming techniques to soothe stress. I used for many reasons. Stress triggers were the most common, but really, just living, was a trigger at certain points in my addiction. Today, I am identifying the real stressors in my life, and eliminating them and/or alleviating them.","TRIGGERS / tools & techniques,INNER MASTERY / challenge & resilience,STRESS","Stress X’r,The De-stress-calator,Placid Reflux,The Dynamotivator,Nerve Ninja",DRUGS/ALC,Alys,female
"I am not afraid of requesting support from others or asking for help. Seeking support is how I stay clean. Without support from my network, watching and learning from their experiences, and without the support of a higher power, I would feel alone. When I feel alone, the likelihood of me using becomes very high.","WORTHINESS / connections & sharing,COMMUNITY / ask for assistance,VULNERABILITY / others who’ve been there","Loneliness TLC’r,Low Vibration Lifter,VULNERABILITY / reach out for help",DRUGS/ALC,Alys,female
"Coming into recovery, people taught me how to get below the surface. They taught me how to get in touch with my real feelings. I became so used to it after awhile, I started getting overly honest with people, and probably telling them too much about me! Through opening up and sharing, I have learned how to settle some past resentments. This new level of honesty has brought me closer to the real me, and I am so grateful. The closer I get to knowing myself, and creating myself, the farther I get from drug use.","FREEDOM / future & growth,COMMUNITY / sharing,INNER /SELF / true self","Deep Down Diver,NEW LIFE / POSSIBILITIES,Tender Feelings TBH’r,Whole Soul Healer,RAW SOUL REVEALER / trust others,VULNERABILITY / share emotions",DRUGS/ALC,Alys,female
" My thought processes were sometimes unhealthy. I challenge that today. I no longer spend time worrying about what someone said or didn’t say; I simply ask them what they meant, how they meant it, and remain calm. The insecure, unhealthy ways I used to think doesn’t need to control me anymore. I take inventory of my crazy thoughts. I monitor the negative self-talk in my head pretty easily because I have gained so much self-awareness. Even if I don’t always believe the positive self- talk, I do everything in my power to focus on it, until I do.","INNER / SELF / Inventory,INNER MASTERY / beliefs & awareness,CHANGE / beliefs","Mentality Mender,Illogical Looper,Thought Auditor,Self awareness / confidence to admit",DRUGS/ALC,Alys,female
"I avoid triggers by cutting out people I used to use with, places I used to use at, and various things that remind me of using. These are my trigger identifiers. As I stay clean longer, I may identify new triggers. Anything new that comes up, whether it be a new insecurity, a fear of something, I talk about it with a sponsor. I eliminate triggers by simply avoiding them, if and when I can. I practice the principles of recovery everyday, and after awhile, the triggers fade.","TRIGGERS / tools & techniques,INFLUENCES,PROGRESS / reactions & behavior,COMMUNITY / sharing","Bad Influence Bulldozer,Trigger X’r,Sobriety 101'r,Self Control 101'r,SELF HARM ALARMER / avoid triggers",DRUGS/ALC,Alys,female
"In addiction, I had perpetual urges. They didn’t stop. In sobriety, I have urges, but the desire to resist and control them is greater than the desires themselves. When meetings, and talking to other recovering addicts becomes routine, these urges are rarely consuming, and controlling and resisting them becomes just as routine.","URGES / tools & techniques,MINDSET / will power,PROGRESS / reactions & behavior,INNER MASTERY / take a step back","Urge Auditor,Self Control 101'r,Inner Winner,Soul Controller,Inner Power Allower,WAIT AND SWITCH / Emotions",DRUGS/ALC,Alys,female
"Life can be scary. It can be scary especially when I don’t have drugs to run to, but I try and keep my eye on the big picture. I put in the footwork today, so tomorrow can be brighter. And as long as I’m doing that, it’s up to the universe to figure out the rest. I relax. And I ride the waves, and go with the flow.","WORTHINESS / new life & future,FREEDOM / future & growth,GROWTH / willing to change,INNER / SELF / balance","""20000 Foot Viewer"",Destiny Autopiloter,Serenity Soulmater,Peace Sweetener,Placid Reflux",DRUGS/ALC,Alys,female
"When I used drugs, most of my feelings were numbed. If I was in a ton of pain from destroying my life, or feeling nervous in any way, it didn’t last very long, because the drugs were there. But now, when dealing with real life, with real feelings, and no drugs, I’m learning how to fight these nerves. When I feel nervous, usually from even the most typical life situations---going to class, job interviews, dates, etc., I breathe through my nervousness. I remind myself why these new things are a blessing, and how far I’ve come from where I used to be---it all helps to combat my nerves a bit. When I feel nervous, I remember how shot my nerves were while using. While feeling them is a bit uncomfortable, I’m grateful that I can actually feel something again. That thought gives me some comfort, and allows me to get past the uneasiness of my nerves. When I feel nervous, I remember how shot my nerves are when I resist. When I fight. When I try to do it all on my own. While using, I didn’t ask myself much, other than, “how can I get more?” But now, I hold myself to higher standards, and often have inner dialogue about what I am feeling, and what I can do about it. When I am nervous, I ask, “why do you feel that way,” or “what’s so scary that you can’t get through?” The answer is usually nothing.","WORRY,CONFIDENCE / action & behavior,MINDSET / identify weaknesses","Nerve Ninja,Worry POW’r,Panic Patroller,I-examiner - reactions & behavior,Tender Feelings TBH’r,Placid Reflux",DRUGS/ALC,Alys,female
"￼￼￼￼￼￼￼￼￼Anxiety comes on as quickly as it leaves. And I remember that when I am faced with it. I have to turn how I feel into something else, something positive, to get through it. For example, when I feel a rush of anxiety before I am about to do something important, like give a talk, or a presentation of some kind, I turn it into motivation to get it done. I turn my anxious energy into action, and use it to accomplish goals, instead of stop them. When using, I didn’t know how to feel anything. I ran from every feeling by numbing them with drugs. I am realizing the importance of feeling my feelings, and riding out the anxiety. It is normal I feel this way. I am living clean---an abnormal state for me, so it makes sense I feel this way. When I understand that, it is easier to ride the angst out. I used to not know what to do about my anxiety. I now have resources to help ease it. I often go to meetings, or talk to people in my network, who understand what I am going through. I feel less alone, and it helps calm me.","ANXIETY,MINDSET / tolerate discomfort,GROWTH / supporting myself,COMMUNITY / ask for assistance","Anxiety Elixir,Inner Soul X-Rayer,Feelings Felicitizer,VULNERABILITY / share emotions",DRUGS/ALC,Alys,female
"There is an inner system inside me now. It functions without my permission. I have become much more susceptible to feelings now that I’m clean, and it acts as a behavior monitor. When I act out, it feels wrong, and I don’t like that feeling.","VALUES,APOLOGY,ACCOUNTABILITY / Own up","My Badiator,Values VIP’r,Amender Amen’r,Relationship Redeemer",DRUGS/ALC,Alys,female
"I don’t necessarily have to broadcast my confessions to confess to myself Not everything in recovery is about spilling my guts to other people or going around to every person I have harmed and apologizing. Sometimes, dialogue with myself, getting honest about what I’ve done, and what improvements could be made, is just as important. Honesty with myself, and at least one other person becomes extremely helpful in forgiving myself for what I have done clean, and also in addiction. It can get embarrassing when I hurt someone in recovery and do not have drugs as an excuse to fall back on. If I am honest with myself about my faults in the situation, I apologize faster, and tend to not repeat that behavior again.","CONFESSION / apology & forgiveness,AMENDS,ACCOUNTABILITY / Own up,INNER / SELF / Inventory","Self Awareness Awakener,Inner Forgiverizer,Inner Freedom Forager,CLOSET CONFESSOR / Inventory,VULNERABILITY / admit",DRUGS/ALC,Alys,female
"I am not perfect, and make many mistakes, even clean and sober. Becoming involved in quarrels or fights happens, but my reaction is most important for my personal growth. Quashing quarrels and knowing how and when to pick my battles becomes crucial for personal growth because why waste my time feeling bad feelings? I have a whole new life now. I do not have time to get angry over things that are not that important. I wasted enough time using. Just because I am clean and trying to be a better person, doesn’t mean everyone else around is doing the same thing. Daily, I experience others who react poorly to certain situations, and often cannot handle their feelings. That used to be me. But today, I can pause and allow them to be who they are, and react calmly and appropriately to help diffuse the situation.","MINDSET / imperfection & acceptance,RECONCILIATON,CONFIDENCE / action & behavior,RESILIENCE / reaction & behavior,INNER / SELF / patterns","Quarrel Quasher,Imperfections TBH,Blemishes TBH,Kindness Karmifier,Placid Reflux",DRUGS/ALC,Alys,female
"It doesn’t always matter how or why I get angry. But I do. It matters more how I handle it. I’ve become a kind of anger gangster in the process of getting clean. If I allow anger to consume me, I am more susceptible to use, and my life is too important to let that happen. Coming off drugs/alcohol made me very irritable. It was hard to be around others, and for others to be around me. Rehab creates a safe space for me to express and discuss my anger with counselors. But when I am home, it is more difficult, and I learn from others how to get my anger out in healthy ways. Exercising and usually some kind of creative outlet, help.","REACTIONS,COMMUNITY / Meetings & groups,TRIGGERS / tools & techniques,INNER MASTERY / take a step back","Anger Gangster,Aggravation Vacationer,The Irrita-shunner",DRUGS/ALC,Alys,female
Anger is a very real feeling for me and a very scary feeling for me because it is an emotion that is probably the easiest one to express. I have to self-regulate and stop myself from overreacting because the situation almost always gets worse.,"ANGER,PROGRESS / reactions & behavior,EMOTIONS,MINDSET / identify weaknesses","The Defuriator,Scary Stepper,Emotions Emancipator,Reactions Auditor,Soul Controller",DRUGS/ALC,Alys,female
"It is said that for every action, there is a reaction. As I recover, I take an honest look at myself in the mirror, for possibly the first time in my adult life. It is important that I explore the mistakes that I have made in my active addiction and face the consequences of my actions. Denying my mistakes does not make me better, it only feeds my addiction.","RESPONSIBILITY,ACCOUNTABILITY / Own up,TRUTH / Inventory,CONFESSION / damage & hurt","VULNERABILITY / mistakes & learning,Bitter Truth Taster,My Badiator,CLOSET CONFESSOR / Inventory,ADMIT / accountability",DRUGS/ALC,Ilanna,female
"It is important for me to compare the benefits of my recovery behaviors with the cost of my continued addiction. In my life, I have experienced the devastating consequences of addiction by losing a job, a relationship, savings, self-esteem and personal dignity. As a recovered person, I stand to gain way more than I ever lost. By continued hard work, I can realize the promises of my recovery such as: a promising career, repaired relationships, financial freedom, and increased self-esteem. More importantly, I get my life back and get my self-dignity back, I can hold my head up high.","CONFIDENCE,WORTHINESS / new life & future,SOBRIETY / costs & benefits,PROGRESS / rewards & proud","Lost Benefit Lamenter,Confidence Caffeinator,NEW LIFE / POSSIBILITIES,Journey Jazzer,Self Esteem Engineer,I-Can-ographer",DRUGS/ALC,Ilanna,female
"I am triggered by strong emotions such as loneliness, fatigue, anger, jealousy and even love. As I experience sobriety, I am given the opportunity to connect with people and share my feelings more honestly. In my disease, I was not even aware of my feelings, as I recover, I gain new insights and awareness that I can share with others. By dealing with my emotions, I can face life head-on rather than running away from them and using. Before recovery, I used to bury by feelings so that I wouldn’t have to look at them or deal with them. I am so grateful for the emotional healing that I have experienced as a direct result of my recovery.","EMOTIONS,VULNERABILITY / learning and mistakes,COMMUNITY / sharing","Whole Soul Healer,Emotions Elixir,RELATIONSHIPS / Trust & vulnerability,RELATIONSHIPS / Build connections & community",DRUGS/ALC,Ilanna,female
"Can the damage that I have done to the relationships due to my disease be repaired? In my relapse, there were things that I did that impacted my children, my husband, my friends and even my dog. I wrote letters to each of my children and husband as part of my 5th step and shared with them the things that I did in my disease that I was sorry for. Because of my disease, I often did not do the things that I should have to take care of my family. I was angry, resentful and disagreeable and downright unpleasant to be around. Another way that I make amends to my family is a living amends. I try, one day at a time, to make up for the errors in my past, to give them the love, respect and care that they deserve.","AMENDS,CONFESSION / damage & hurt,RECONCILIATON,ACCOUNTABILITY / Amends","The First Amender,Damage Doctor,So Sorry Soother,Relationship Dedamager,ADMIT / healing",DRUGS/ALC,Ilanna,female
"Being an addict in active food addiction takes a tremendous amount of time and energy from my life. I have lost hours, days, weeks, months and years to my compulsive overeating and relapse. Recovery steals that time and I do not get it back. Because, every moment in my life is precious, today I choose to live it to the fullest, in a positive way. I no longer want to live my life with the covers over my head and the shades drawn, life is too short.","FREEDOM / past & let go,CONFIDENCE /  hope & future,MINDSET,CHANGE / motivations","Lost Benefit Lamenter,Killer Kickstarter,Grave Trigger,Addiction AMF’r",DRUGS/ALC,Ilanna,female
"As an addict, I seem to think that I am the only one that ever experiences discomfort. The discomfort I feel is multi-faceted: physical, emotional, and spiritual. One of the things that I work on is to push through my discomfort. They say in recovery, the only way out is through. For today, I accept my discomfort and reflect on where it is coming from and how I can deal with it in a healthier way to get to the other side.","RESILIENCE / discomfort,INNER MASTERY / tools & processes,BABY STEPS / focus on today","Ill Feelings Illuminator,Inner Soul X-Rayer,Soul Surgeon,Hurtle Hugger,Emotions Emancipator,Bruise Controller,WAIT AND SWITCH / Emotions",DRUGS/ALC,Ilanna,female
"Moving forward in recovery is about one step at a time, one moment at a time, and one situation at a time. Addiction dulls the senses but provides only instant gratification. Delaying gratification is about being present 100% of the time. Gratitude is an attitude, not something I get from material possessions. It is helpful to focus on what I have and not what I don’t have. Writing a daily gratitude list each day is a way to be mindful of my daily blessings. Sometimes, if I am having a difficult time, the only thing I can be grateful for is my family and warm bed to sleep in. Other days, the blessings roll off my pen.","GRATITUDE / progress & growth,PROGRESS / future & hope,BABY STEPS / slow changes","Daily Daisy Spotter,Blessings Bather,Joy Sweetener,Journey Jazzer,Gratitude Grower,Baby Step Embracer",DRUGS/ALC,Ilanna,female
"Happiness is everywhere. But sometimes in the fog of addiction, I cannot see or feel it. Happiness can be enjoying that first cup of coffee or tea in the morning. Happiness can be taking a nice, slow, long walk. Happiness can be remembering a friend’s birthday. Happiness is always within reach. The question is will I reach for it or sit and wait and hope for happiness to come to me? Is the glass half full or half empty? Take the time for happiness to seep in, each day. Experience happiness fully in the moment.","JOY,FREEDOM,MINDSET / Clear headed,INNER / SELF / harmony & inner peace","Joy Flooder,Inner Child Smiler,Wellectricity Generator,Rainbow Hunter,Grace Moonlighter,Journey Jazzer,Bliss Kisser",DRUGS/ALC,Ilanna,female
"Taking a 4th Step Inventory in OA allowed me to clear away the wreckage of my past. I was able to bring my past resentments and mistakes into the light and discuss them with a sponsor who had more experience than I did. I thought that she would say that I was a bad person and had a past more horrible than anyone she ever worked with. She did not, she continued to love me unconditionally and support me in my recovery. After I shared my 4th step for the 1st time, I felt like the weight of the world was lifted off of my shoulders. I no longer felt alone, I felt hopeful.","PROGRESS / future & hope,WORTHINESS / self love & acceptance,COMMUNITY / listen to guidance","Worthiness Whisperer,Hope Harvester,Worthy Soul’r,VULNERABILITY / support from others",DRUGS/ALC,Ilanna,female
"Who am I to judge another child of God? Am I so perfect that I can look at someone else and assume I know what is best for another person? Sometimes, I instinctively judge others. One time, I was boarding a plane and a woman was dressed kind of crazily, my first instinct was to assume that she wasn’t wrapped too tight. Guess where her seat was? Right next to mine. Then, to top it off, she got out a mask before the flight started. As it turned out, we spoke at length on the flight, she was a lovely person and we shared a great deal. If I had gone with my first instinct, that something was wrong with her because of the way she was dressed, I never would have had the pleasure of the connection we had on that flight. God intervened on that flight to teach me an important lesson.","JUDGMENTS,GROWTH / learning & mistakes,INNER / SELF / beliefs & insight","VULNERABILITY / mistakes & learning,Judgment Jailer,Insight Inseminator",DRUGS/ALC,Ilanna,female
"I have learned many lessons in my relapses. Have they kept me from never having another relapse, no they haven’t. I have heard it said in the rooms that relapse is a part of recovery. Does that mean that I have to keep going backwards in my recovery and picking up addictive substances? What it means for me is that I learn from my recovery and I also learn from my relapses. One the hugest messages I learned recently was that God sometimes lets other addicts die to teach lessons to those of us that are still living. Did that lesson keep me clean permanently? Unfortunately, it did not. Is it a driving force in my hope to live a life of recovery until the day I die? Yes, it is.","RELAPSE,GROWTH / learning & mistakes,CHANGE / beliefs","Lapse Lessonizer,Motivation Moonbeamer ,VULNERABILITY / mistakes & learning,SELF HARM / Self honesty & admit,Killer Kickstarter",DRUGS/ALC,Ilanna,female
"Lazy thinking keeps me in relapse. Everything is too hard, I do not want to change, and I want to stay stuck. Today, I want to think positively, try harder, make changes and get better. I can proactively focus on thinking and doing things that support my recovery. Do I want to give up some days? Yes, I do. Am I terminally unique? No, I am not. With God’s help and a shift in my thinking, I can get better one day at a time.","GROWTH / motivation & boosts,PROGRESS / future & hope,CHANGE / mental confidence,BABY STEPS / slow changes","Lazy Zapper,The Procrastina-shunner,THOUGHTS / positivity,Symbolic Stepper,I-Can-ographer,New Pattern Painter / grit & progress,COMMITMENT knitter / laziness & effort",DRUGS/ALC,Ilanna,female
"My normal state of thinking before my recovery was that of a depressed victim. Everyone was always doing things to me that made me upset. If it wasn’t for all the bad things that I had to done to me, I would be ok. What I learned is the only person that I can change is myself. By drowning my sorrows in addictive substances, I never allowed myself to simply ride out the rough spots. Today, I choose to feel my feelings and look at life in a more positive light. I have also learned not to focus my energy on trying to change other people and I focus on changing myself, that’s enough work.","CHANGE / self love & true self,GROWTH / behavior & habits,ACCOUNTABILITY / De-blame","Responsibility 101’r,Victimhood Veto’r,Inner Trash Trasher,Soul Controller",DRUGS/ALC,Ilanna,female
"For many I who cope with addiction, old beliefs often get in the way. I get stuck in thinking a certain way and can often be extremely head strong. When I am in this mode, it’s a lot like being stuck in deep mud with really poor boots. The feet don’t move. The body begins to panic. Then, there’s no movement and I am completely stuck. I forget that old beliefs can and should be challenged and even changed.","MINDSET / obstacles & challenge,CHANGE / beliefs,INNER / SELF / beliefs & insight","Old Belief Butcher,Mentality Mender,I-Examiner,Inner Soul X-Rayer",DRUGS/ALC,Ilanna,female
"DENIAL – stands for Don’t Even Know I am Lying. They say, how do you know an addicts is lying? Their lips are moving. I spend so much time lying to others that I often don’t even realize that I am lying to myself. I tell myself things like, I’m not as bad as Jack, he’s really bad. I don’t use like that person, I don’t have a problem. I have it under control. Admitting I have a problem is probably one of the hardest parts of recovery, but once I take that step, I am well on my way to a better life.","INNER POWER / Vulnerability,CONFESSION / denial,CHANGE / courage,TRUTH / Admit addiction","Denial Denyer,ADMIT / True self & vulnerability,Bitter Truth Taster,CLOSET CONFESSOR / Admit addiction",DRUGS/ALC,Ilanna,female
"In my life philosophy there is no abstinence or sobriety without support. The people who truly love us understand our experience and they do so without judgments. For those of us who have experienced an addiction or dependency, there is a world of support available to us. I found them in my close friends and my doctor who was gentle, kind and informative. At no time did she judge me for what had taken place, but she did question the doctor who had plied me with pills, many of which I didn’t need. So, sobriety support is about love, self- esteem, compassion and kindness.","WORTHINESS / help,COMMUNITY / healthy relationships,VULNERABILITY / to support my sobriety","Metta Motivator,CLOSET CONFESSOR / Share & support,RELATIONSHIPS / Build connections & community,VULNERABILITY / support from others",DRUGS/ALC,Ilanna,female
"In my experience, the first anchor for abstinence is myself. Others will find it in various places such as AA, NA, or other support groups. These are all anchors that work. A friend of mine found her abstinence anchor in AA and it has remained so for over 20 years. I have found mine in Alternative Medicine. I turned to Homeopathic Medicine, Massage Therapy, and Herbal Medicine to help me recover and gain my health back. The Homeopathic doctor I worked with 16 years ago helped me to get off pills and cope without them, and I have never gone back.","FREEDOM / peace & harmony,GROWTH / supporting myself,ABSTINENCE","New Pattern Painter,Abstainer Amazer,Favorade,Soul-itude ,Inner Winner,WAIT AND SWITCH / Progress",DRUGS/ALC,Ilanna,female
"I clearly recall the first time someone stared me in the face and told me I was using too much of my medication. For me, the need to use the pills over-rode everything else. I needed them, therefore I was going to use them. But, a bold pharmacist stared me in the face and said I was “over-using”. My face flushed red, and my legs wobbled. I didn’t want to hear those words. I only wanted the pills, and felt furious with him for trying to shame me into stop using. Deep down a small part of me knew he was right, and it was that voice which finally helped me to face the truth.","CONFESSION / denial,INNER POWER / Fears & Strength,COURAGE,TRUTH / dark past","Bitter Truth Taster,CLOSET CONFESSOR / Face truths,SELF HARM / Self honesty & admit,Demon Greeter,Bitter Quitter",DRUGS/ALC,Ilanna,female
"I am an explorer by nature, and alternatives have always been there for me. I turned to Alternative Medicine 16 years ago, and worked with a Homeopath, an Herbalist, and a Massage Therapist to help me move forward with my life. I also returned to a great love in my life – music. A friend took me to a choir audition and I found great joy and friendship there with fellow women singers. Music and natural medicine served to bring natural alternatives into my life.","GROWTH / motivation & boosts,GRATITUDE / progress & growth,PROGRESS / start small,GROWTH / successes","NEW LIFE / POSSIBILITIES,New Pattern Painter,Progress Painter,Symbolic Stepper,Motivation Moonbeamer ",DRUGS/ALC,Ilanna,female
"One of the challenges for those of us who fall into or cope with addiction is making amends to people we have hurt along the way. While this did not occur so much for me, I did have to make amends with a doctor who over-prescribed medications to me. After my recovery, I found I still had some anger over what I felt she had done to me, and I approached her with this. Sadly, she wasn’t open to hearing what I had to say and we parted on poor terms. But, I know instinctively that trying to make amends is a positive approach in the journey towards long- term sobriety.","RECONCILIATON,ACCOUNTABILITY / Amends,CONFESSION / apology & forgiveness","The First Amender,Relationship Dedamager,Forgiveness Flooder,Responsibility 101’r,Metta Motivator,ADMIT / healing",DRUGS/ALC,Ilanna,female
"One of my greatest bad habits is my tendency to panic in a difficult situation. I learned this young. I saw it at home and assumed it was a natural way to react to situations when in fact, it’s highly dysfunctional. Still, it took years for me to get the panic under control. One of the best bad habit busters I know is to take stock of ourselves. This requires meditation and self- reflection over a period of time, until we’re able to come face to face with the things we do that harm ourselves. And we all do, so there is no need to judge ourselves. I have accepted the fact of my bad habits and I consider it part of my life’s journey to work on them, and not run away from them. Each year as a Jew I have an opportunity on the High Holy Days to take stock of my bad habits and try to be honest about how to work in a positive way to let go of them. Prayer, meditation and self-reflection are healthy ways to acknowledge and work on our habits as is counselling and therapy.","INNER / SELF / Inventory,INNER MASTERY / beliefs & awareness,GROWTH / behavior & habits,CONFIDENCE / acceptance & worth","Bad Habit Butcher,CLOSET CONFESSOR / Inventory,Manic Massager,Self Awareness Awakener",DRUGS/ALC,Ilanna,female
" To refuse bad news is one of the ways those of us who cope with addiction have of not facing the world as it is. Instead, sometimes we try to only see the world as we wish it could be. That is entirely understandable, but it also doesn’t work. Bad news is just as much a part of our lives as is good news. My strategy for coping with bad news is to reach out to my support team. If I have a doctor’s appointment I’m worried about, I bring a friend with me. If I have a financial issue I’m worried about, I talk to someone. Instead of stewing in anger and frustration, take bad news by the horns, look at it straight in the face and defuse it. Then, it loses all power over us.","MINDSET / obstacles & challenge,INNER POWER / Tools,COMMUNITY / ask for assistance,VULNERABILITY / others who’ve been there","Problem Doctor,VULNERABILITY / share challenges,NEW PATTERN PAINTER / support groups",DRUGS/ALC,Ilanna,female
"Is life a battlefield? Well, yes sometimes it is. For me, the trick is to plan ahead. One of the issues many people who cope with addiction have is the inability or discomfort with surprises and spontaneity. It’s very easy to get nervous or anxious and then panic (which I do) and then sobriety goes out the window. For example, if a big event is coming up and there will be alcohol, then one of the strategies is to ensure that non-alcoholic beverages are also available. For me, it’s more when life presented me with health challenges, I turned to multiple forms of medications and treatments instead of sitting down and thinking it through. Now, I do. I talk to my different practitioners and try to find a natural alternative first before anything else.","CONFIDENCE /  obstacles & challenge,FREEDOM / tools & strategies,TRIGGERS / tools & techniques","Reactions Auditor,Dire Extinguisher,Manic Massager,Crisis Cracker,Challenge Ninja,The Blocksmither",DRUGS/ALC,Ilanna,female
"One of the ways addiction is reinforced in our lives is to hang around with people who reinforce our behavior. They might say it’s natural to want to drink when we’re angry, or take pills to make ourselves feel better. This type of behavior reinforcements hurts us, but it can work both ways. After recovery, one needs to find people who reinforce positive behavioral patterns, people who live healthy lives. This also means that sometimes we have to let go of toxic people in our life, and that can be a difficult thing to do.","INFLUENCES,INNER / SELF / balance,COMMUNITY / healthy relationships","Bad Influence Bulldozer,Foul Weather Friender,RELATIONSHIPS / Build connections & community,RELATIONSHIPS / Healthy & supportive",DRUGS/ALC,Ilanna,female
"When we live inside an addiction, we tell ourselves a lot of lies. Recovery would be boring. Abstinence is boring. I can’t live without my drugs, my alcohol, or my pills. I need them to survive. I’ve tried rehab and it didn’t work; relapsers can’t recover. These are all lies. But, inside an addiction, it’s easy to believe. Once in recovery we can begin to dispute them. For me, I fully believed that one of the most powerful drugs I took was necessary to my survival. I couldn’t live without it; my life would fall apart. Well, it didn’t, and I’m better for letting go of them. Use this strategy: what beliefs are holding you back? When did you first begin to believe these ideas and why don’t you want to let go of them?","CONFESSION / denial,TRUTH / Inventory,INNER / SELF / beliefs & insight,CHANGE / beliefs","Belief Superseder,I-Examiner,ADMIT / Decisions & beliefs,CLOSET CONFESSOR / Inventory",DRUGS/ALC,Ilanna,female
