RAW,CATS,WELLGOS,FOCUS,N,GENDER
"As an addict, I did a lot of damage. I did damage to my friends, my family, my body and my mind. IT wasn't until I forced myself through rehab that I realized how much damage I'd done – and how long it would take me to fix it all. After going through rehab, I was able to check the damage I'd done by comparing my life prior to the fragments of life I had left now. I took the tools that I acquired in detox to begin rebuilding my broken relationships, my crippled housing situation and my mangled mindstate. Since detox, I've been repairing damages – even damages I didn't cause myself. I love to help people, and I love to use the knowledge I've gained to help others.","ACCOUNTABILITY / damage confess,ACCOUNTABILITY / Amends,TRUTH / dark past,INNER POWER / Tools","Relationship Dedamager,Damage Doctor,CLOSET CONFESSOR / Share & support,RAW SOUL REVEALER / past mistakes",DRUGS/ALC,Nigel,male
"I began growing into a deep-down reacher – for myself, and for others. I wanted to understand myself, and I wanted to understand others so I could help them through tough situations. The reason I got into drugs was because they enabled me to reach even deeper – the rush of endorphins endowed me with more honesty and acceptance than I'd ever felt before, and I began to develop some serious connections for the first time – that lasted even into sobriety, As drug use became an addiction, though, my ability to reach out grew stagnant. I tried to reach, but could never get any deeper than I could have before my addiction. The drugs were all I reached for, and I needed someone else to reach down inside me and slap some common sense into me. That never happened, though, and I lost all the important things in my life. I ended up homeless and friendless, and at that time, I finally reached down into myself and saw my faults. I was the only one who could change, so I went to rehab. Rehab helped me get sober, but I still had changes to make – I kept reaching deeper into myself and isolating the issues that had led me to addiction in the first place. Now that I'm comfortable with myself, I'm able to help people reach inside themselves. I can help them better their lives without intruding – and this had allowed a lot of richness to enter my life.","WORTHINESS / self love & acceptance,TRUTH / self honesty,WORTHINESS / connections & sharing","Deep Down Diver,Inner Eye Opener,VULNERABILITY / Radical self honesty",DRUGS/ALC,Nigel,male
"I've always tried to distract myself from sickness – colds, flus – but that was the most I ever really had to deal with. When I got struck down by the disease of addiction, I tried to distract myself from it. How could an addict to that? Finding strength. What did I find strength in? Drugs. I distracted myself from drugs by doing more drugs, and this only deepened my connection with the disease. I was distracted enough, but I was only making the disease worse. Like I was contagious with the black plague, my friends distanced themselves from me as I fell into my addiction. I lost my house and my girlfriend, and I was left with nothing but myself. This offered me a glimpse of clarity – I had a disease. It had caused me a lot of damage, and the remedy was simple – I had to go clean. No longer distracting myself, I let myself go to detox. I overcame the disease, removed myself from any triggers, and can focus now on the beautiful parts of life. There's nothing left to distract myself from!","MINDSET / Clear headed,WARNINGS / Avoid triggers,SOBRIETY / celebrate & progress","Distraction Assassin,Denial Denyer,Damage Doctor,WAIT AND SWITCH / Progress",DRUGS/ALC,Nigel,male
"Two wrongs doesn't make a right. I've been taught that since elementary. I was always emotionally distraught – battling anxiety, depression, and insecurity. These things aren't wrong, but they certianly aren't right – and I chose to battle them with something that I now know was wrong – drugs. I fell into a bad addiction, and dope began to run my life. Because of my addiction with dope, I hurt a lot of my friends and family. Instead of dealing with the repercussions of these wrongs, I'd cover up my responsibility with more drugs – another double wrong. This cycle kept amplifying itself until I had nobody left to do wrong to – except myself. Doing wrong to myself in an empty apartment with no girlfriend and no friends made me realize how stupid I'd been. I had to do right, for once – but I couldn't do that in the hold of drug addiction. Before I could do right, I had to go to rehab – so I did. I began to regain my sense of self, and my sense of morale. Since I've been sober, I've tried my hardest to do right for everyone I come into contact with – and life's been great since.","COMMUNITY / healthy relationships,ACCOUNTABILITY / damage confess,CHANGE / mental confidence","Double Wronger,Values VIP’r,Dire Extinguisher,Responsibility Baby Stepper,Relationship Dedamager",DRUGS/ALC,Nigel,male
"Regulating my emotions wasn't really something I focused on early in life. I consider this a detriment, because when I got into drugs, they got out of control. Addiction rattled me – I had little sense of how I was acting, endowed with a sense of superiority and moral perfection that the drugs forced me to believe. I would lash out at my friends, and they would try to regulate me – but, of course, I refused. Nothing could regulate me except drugs – so I thought – but they just made the problemworse. When I lost everything, I realized it was time to check myself. I needed to regulate my own emotions, and the only way I could do that was by going sober. I went to detox, and as each day of withdrawal passed, I became more under control of my own feelings. Now, sober, I'm able to diffuse negativity before it strikes – and I'm able to spot triggers for other people and help them calmly evade negative situations before they allow themselves to get consumed.","EMOTIONS,NEGATIVITY,GROWTH / supporting myself","Emotions Engineer,WAIT AND SWITCH / Emotions,Negativity Nuker,CLOSET CONFESSOR / Share & support",DRUGS/ALC,Nigel,male
"I felt like a flower, even in the worst throes of my addiction. Drugs gave me confidence. Inspired me. When I was high, I'd make music, I'd write poems, I'd go for walks. I was ever-evolving. Soon, though, evolution became devolution. I was still certain I was evolving - just taking a break from evolving as fast as I had been. It took me too long to realize that I had grown stagnant; my petals had wilted. I wasn't growing, and if I wanted to evolve once again, I had to go through detox - so I did. I'm here today, evolving faster than ever before - this time, without a dependency.","GROWTH / true self,FREEDOM / future & growth,DELUSION","Ever Evolving Flower,Inner Light Illuminator,Pink Cloud Clinger,Delusion Detector",DRUGS/ALC,Nigel,male
"I always expected excrement. Usually at a fairly routine time in the morning, but for a few years of my life, I expected a different type. When I became an addict, the term took a whole new meaning. I was feeding myself poisonous substances and dangerous situations, and my life onlymetabolized them into excrement. My existence became excrement. I kept hoping I could change it, but when my experiential diet consisted of drugs and anger, the only thing I offered the world was just that. Excrement. I grew tired of being surrounded by such a smelly existence. Everything had disappeared from my life - friendship, value, feelings. I wanted a change of pace, so I made the hardest choice of my life - I flushed it down the toilet. Everything I'd grown attached to - drugs, the rush, even the sickness held a place in my heart. I went to detox, got clean of excrement and drugs, and now I'm only expecting excellence hereon.","SOBRIETY / costs & benefits,CHANGE / mental confidence,WARNINGS / self aware & listen","Excrement Expector,SELF HARM / Tools,Torment Terminator,Cold Turkey Taster,Sober Selfie,Dead End Defier ",DRUGS/ALC,Nigel,male
" I used to make excuses for not doing homework, or for forgetting my chores. My mom was the one to expose those excuses. They seem trivial to me now, though they mattered at the time. Since I went through a much more extreme period, fabricating excuses to save me from jail and violence instead of angry moms, missed homework seems silly. I got addicted to drugs, but I never wanted to admit that I was an addict. I'd give myself any excuse to use - I had a small headache, my stubbed toe hurt, maybe I'd get anxious. Excuses, excuses, excuses. I had a few friends who exposed them, but I never listened and just made more excuses. I began running out of excuses once I'd lost my house, my girl, my job. Well - I didn't run out of excuses, but I ran out of vigor because I started seeing that something was actually wrong. Excuses didn't proliferate my non-existent rent money. I began to look deeper, and I exposed my excuses for what they were. I was an addict, and I needed help. No more excuses. I got help, and I made it through detox. Since then, I live with integrity, and have no need to make excuses for anything because I'm honest and always willing to learn from criticisms.","TRUTH / Admit addiction,EXCUSES,INNER MASTERY / beliefs & awareness","Excuse Exterminator,CLOSET CONFESSOR / Admit addiction,VULNERABILITY / mistakes & learning,I-Examiner",DRUGS/ALC,Nigel,male
"I was always certain that fate was in my hands. I was the sort to believe destiny wasn't something that happened, it was something you created. It's true, to some extent - but once I got deep into my addiction, I was tempting fate. I wanted my life to go in the right direction. I wanted to craft my future into something beautiful - but, I had no choice. I was too far gone. I decided to tempt fate one last time by going to detox, and I have no regrets. Fate took the bait, and now I know that fate isn't just something that you create - it's something that offers you opportunity. It's what you do with those opportunities that makes the difference.","FREEDOM / future & growth,FAITH,GRATITUDE / opportunities,CONFIDENCE / action & behavior","Destiny Diviner,Opportunity Oompher,Inner Freedom Forager",DRUGS/ALC,Nigel,male
"Feelings... after a while, I forgot what they were. Aside from anger, my feelings were entirely filtered. I operated on autopilot, guided only by the drugs I so sorely sought to continue filtering my feelings. I suppose this is why I started doing drugs - I was feeling too much, and I wanted to feel less. Life got pretty bland, though, not being able to feel anything. I missed love. I missed friendship and the connections that it brought. I had to stop filtering my feelings, so I forced myself to go through withdrawals and go clean. Even the withdrawals themselves were, in a sense, relieving - just to feel something besides hatred and cravings. The aftermath of detoxing, though, was the best. Now I can feel what it's like to be a human being again.","EMOTIONS,GROWTH / true self,MINDSET / tolerate discomfort","Feelings Felicitizer,RAW SOUL REVEALER / emotions & urges,Tender Feelings TBH’r,Autopilot Auto X’r",DRUGS/ALC,Nigel,male
"As a kid, I always had fairly consistent feelings. If I liked someone, I liked them. If I didn't like a food, I didn't like a food. This seemed pretty normal. Unfortunately, after a high school project, my feelings about drugs flipped and I decided it'd be a good idea to try them. For the next few years, I was an addict, though I'd completely flipped a lot of my feelings from what I'd thought even months before my dependency. Friends, so recently sources of comfort and entertainment, were now sources of money. Drugs, a mysterious, stigmatized underworld of substances, were now my motivation for living. Work, boring as it had been, was now a step in the process of buying drugs. I didn't feel like an addict. Even when things fell apart. I was able to repair my life when I flipped the most important feeling around - the belief that I wasn't an addict. I had to accept that before I was willing to make a change, and once I did, I went straight to detox. Since detox, I've resumed the consistency of my feelings - I love what I love, I hate what I hate (which isn't much,) and there's gotta be a good reason for me to change any of that.","DELUSION,VULNERABILITY / Show true self,CHANGE / mental confidence,TRUTH / Admit addiction","Feelings Flipper,ADMIT / True self & vulnerability,CLOSET CONFESSOR / Admit addiction",DRUGS/ALC,Nigel,male
"When I first got into drugs, I wasn't someone who stuck to my last fighting chance. Quite the contrary - I was fighting chances off like they were flies. Opportunities would come my way, but I'd reject them so I could score and get high. I'd be too sick without drugs to seize these opportunities, anyways. When I decided to detox, though - then, I was on my last fighting chance. Drugs were always a phone call away, but I knew that if I didn't stop, I'd be hooked for life. Life was worth fighting for - so was love and laughter, things I didn't realize were missing from mine. I stuck it out through detox, and I'm glad I fought my way back to sobriety.","ABSTINENCE,SOBRIETY / maintaining & will power,CONFIDENCE /  hope & future","Abstainer Amazer,Cold Turkey Taster,The Procrastina-shunner,Inner Winner",DRUGS/ALC,Nigel,male
"Most of my addiction was spent intending to get clean and never following suit. The idea was there - even before I believed I was dependent - but the finish line never made itself seen. When I came into money, any hopes of sobriety would disappear. I did eventually decide to get clean. Contrary to what I thought as I suffered through withdrawal, though, I never crossed the finish line. In fact, I forgot entirely about the finish line and pushed it further and further. Why? Because mental health isn't something I'm going to perfect after a week of detoxification. It's something to work towards infinitely, creating a process of perpetual personal growth. If I felt like I'd crossed the finish line just because I was sober, then I'd feel like the race was complete and I could sit stagnant. Now, I strive in an endless pursuit of personal growth.","MINDSET / Perceptions,PROGRESS / start small,GROWTH / goals & future","Finish Line Forgetter,Rainbow Hunter,Growth Gardener,WAIT AND SWITCH / Progress",DRUGS/ALC,Nigel,male
"Paying it forward – that was a term I didn't hear until I was deep into my addiction. Unfortunately, when I was wired, it was a concept that I couldn't truly understand. I swore that I was always paying it forward – with positive messages, doing 'favours,' and being 'happy.' I didn't realize that all this was a facade for being manipulative. My friends saw through the facade, though, and I lost most of them quickly. With no friends, I was stuck with my drug-addicted self – and I didn't like it. I had to change something, and I went through detox and realized the true value of paying it forward. I had much to give back to the couple friends who stuck with me through the throes of my addiction, and even to those who had left me early on. I would pay forward to people on the streets I'd never met before, because they deserved a positive gesture as much as anyone. I live my life now paying forward to everyone I encounter, in hopes that they'll follow the same routine.","GIVING / GENEROSITY,WORTHINESS / connections & sharing,EGO","NEW PATTERN PAINTER / share & learn,Giverade ,RELATIONSHIPS / Build connections & community",DRUGS/ALC,Nigel,male
"I'd once been a fair weather friender. My cohorts were similar, always smiling; we'd radiate sunshine. Once I got into drugs, though, my relationships were overcast and grew dark and gloomy. Suddenly, my friend group consisted of drug dealers and the fellow junkies who slouched on their couches with me. There weren't a lot of people who stuck with me through my entire addiction. Looking back, I shouldn't have expected it - I was miserable to be around. Foul weather frienders are a rare breed, but they're also incredible, empathic folk who care most about helping others. If not for the few people who put up with me through these dark times, I'm not sure if I would have been able to pull myself out of them.","COMMUNITY / healthy relationships,BABY STEPS / Help & support,COMMUNITY / listen to guidance","Foul Weather Friender,RELATIONSHIPS / Healthy & supportive,Misery Miser,VULNERABILITY / support from others",DRUGS/ALC,Nigel,male
"For a long time, the foundation of my life was drugs. I still entertained ideas of being a famous musician, of having a good career - but these were just ideas that never came into fruition. Nothing can be built without a foundation, and as an addict, my foundation was drugs. They always came first. This was a shaky foundation, though, and my life fell apart anyways. I needed to build a new one, and the only way I could do that was by going to rehab. This became my new focus upon which I built my new life from the fragments of my old one, and I couldn't be happier.","INNER / SELF / patterns,VALUES,SOBRIETY / behavior & action","Sobriety Soulmater,Values VIP’r,NEW PATTERN PAINTER / motivations,COMMITMENT knitter / laziness & effort",DRUGS/ALC,Nigel,male
"Free food has never just meant free meals, to me. It's been a metaphor for anything sustinent - food, love, happiness, friendship. The good things in life are free, right? I thought so - for a while. Drugs devoured this knowledge though, and I forgot about the free food one can find in life. The only thing that could sustain me was dope, and it certainly wasn't free. I remember this all now, though. Sobriety is another free food that life offers, and it's one that I won't soon forget.","SOBRIETY / costs & benefits,FREEDOM,CHANGE / beliefs","Soul Tuner,Inner Freedom Forager,Sobriety SOS’r,The Mindfulizer",DRUGS/ALC,Nigel,male
" I always had great dreams for the future! Most often crazy, unrealistic dreams that I knew wouldn't come true – building a hover-car, seeing a different galaxy - but I still visualized the possibilities. I never visualized being a drug addict, though - but that came true first. As an addict, the future consisted only of the following day. The variables involved in its consideration were a) how I was going to get money, and b) which dealer was closest to my house and had good dope. I sometimes played with the idea of being sober, but it seemed so distant that it wasn't worth dedicating any time to it. Being blind to the future led me into a lot of problems. Since all I cared about was getting drugs for the day, I didn't think nearly enough about rent payments, job schedules, or maintaining relationships. These areas of my life fell apart while I was too concerned about the moment. I forgot to care about the repercussions of my ignorance – the only constant I cared for was a connection to dope. When I was homeless, single, and friendless, I FINALLY began to consider the future. My life wasn't getting better – it was getting much worse, in fact - but it could. What if I quit drugs? Maybe things would work out, again. I could only dig myself deeper, so I dropped the shovel and went to detox. I hought about where I wanted to go. Now I'm clean, sober, and visualizing a future that gets better everyday.","MINDSET / Future sobriety,GROWTH / goals & future,HOPE","NEW LIFE / POSSIBILITIES,Inner Motor Motivator,NEW PATTERN PAINTER / motivations,Sobriety Soulmater,Progress Painter",DRUGS/ALC,Nigel,male
"Gratitude... short of saying thanks for supper my mom would make me, I wasn't the most grateful kid. I hadn't had a lot of hardship, which made it more difficult to appreciate the beautiful life I lived. This also made it easy to justify starting to do drugs, which ruined everything that I did have. I managed to graduate school and get a job before the drug use became a dependency, but then I lost everything. I had to scrape myself back up off the floor, dope-sick, depressed, and alone. I had one friend who stuck with me throgh it, and onc eI looked back at all the damage I'd done, my gratitude towards him exploded. Since going to detox, I share so much gratitude towards everyone in my life - even when we're not getting a lot, I appreciate their existence.","GRATITUDE / for others,COMMUNITY / connection with others,CONFESSION / damage & hurt","Gratitude Grower,Damage Doctor,RELATIONSHIPS / Trust & vulnerability,The Blessifier",DRUGS/ALC,Nigel,male
"I've always been one to want my gratification immediately. Most kids are, and I was the same - I want my chocolate now! Dessert first, no vegetables! It took me a long time to grow out of this mindset, and the addiction to drugs I developed in teenagehood eventually helped me get there. At first, I was the same - even worse. I still couldn't delay my gratification - I needed drugs NOW, or people would have to deal with my irritability. At this point, I became aware that delaying gratification made things better - if I had to wait too long for my dope, I'd get sick, and the rush would be better when I finally picked up. Still, this wasn't a real benefit until I got sober and cleaned up. Once my addiction blew up and I found myself homeless and friendless, I realized that the only gratification I could get would be from quitting the dope - and that was a rough process. The satisfaction of sobriety would not come instantaneously, and I'd have to delay the gratification as I worked towards it... but I did. It was worth waiting for, and maybe the reason I feel so amazing now is because I waited for so many years.","SOBRIETY / celebrate & progress,PROGRESS / future & hope,COMMITMENTS,HOPE","Bitter Quitter,WAIT AND SWITCH / Small steps,Sobriety Soulmater,Moonlight Motivator,Inner Anointer",DRUGS/ALC,Nigel,male
"I won't lie – as a child, I had a problem with guilting people. I didn't learn any better, until my later teenage years. I took this terrible trait into my drug addiction, which made it a million times worse. As a junkie, I refused any accusations that I was an addict. Instead, I'd guilt the folk who cared about me into feeling too worried, too over-protetive, too concerned. I'd guilt people into lending me money, I'd guilt them into bending their morals to suit me. I was terrible. Of course, nobody stuck around to deal with this manipulative behaviour. I soon lost all my friends and realized that the only way I could progress was by going through detox and hoping that I could beg for a refund for all the guilt I'd caused. I made it through detox – and, thank the powers that be, I was lucky enough that most of my friends understood. They knew I was in a tough situation, and they were willing to accept that I'd gone back to my old self. The refunded my guilt with love and friendship, and now I'm here with a great circle of beautiful friends that have made my life better than ever before.","RECONCILIATON,GUILT,ACCOUNTABILITY / Amends","Guilt Refunder,Amender Befriender,ADMIT / accountability,Relationship Redeemer",DRUGS/ALC,Nigel,male
"I had a pretty stable life as a child. I had a good home, a mom who loved me, food every night. I don't know if it was God or the Devil who sent me into the gutter- but, more likely, it was my own choice. I got addicted to drugs very quickly, and I fell from the stable life I'd led before. When I first hit the gutter, I embraced it – being so close to the ground gave me an excuse to do more drugs. If I fell into a bad situation, I thanked the powers above - they were giving me opportunity to do more drugs. It took a lot for me to see that my life needed some repair. Be that a godsend or self-realization (aren't they the same thing?) I appreciate the power that was strong enough to pull me from the gutter. I made my way into rehab and got clean, and to this very date, I appreciate whatever whim of the universe it was that sent me the power to crawl out of the gutter.","INNER POWER,FREEDOM / tools & strategies,GRATITUDE / progress & growth,HIGHER POWER / surrender","Dead End Deluder,Insight Inseminator,Inner Power Allower,The Wellectrifier,Faith Flooder",DRUGS/ALC,Nigel,male
"A drug addiction comes with many hardships. External hardships - fights with friends, cars breaking down, having a bad day at work - I accepted easily. Why? Because it gave me an excuse to do more dope. My addiction masked problems that shouldn't have even been seen as problems, and I relished that because it gave me more reason to do dope. What wasn't easy to accept was that I was the cause of these hardships. I had friends tell me that what I was doing was stupid, I had family members voice concerns that I didn't accept because I thought they were silly. The world was being hard on ME, I thought - so I had to do drugs to ease the pain. Only now can I accept hardships easily, because I accepted something truly difficult - that, for the years of my addiction, I'd caused myself and many others hardships that shouldn't have been. Accepting such a horrible thing about myself has made external hardships much easier to accept, and I have a much easier time dealing with my life these days.","HARDSHIP,CONFIDENCE /  obstacles & challenge,ACCOUNTABILITY / damage confess","Hardship Hugger,ADMIT / healing,VULNERABILITY / Radical self honesty,Problem Soul-ver,Responsibility Baby Stepper",DRUGS/ALC,Nigel,male
"Life's like a huge syntax - a massive script that's written by your past experiences that dictates how you respond to the future. My life had been programmed pretty well - I had a good home life, got fair grades in school, made friends. As with any programming, sometimes there's a malfunction. Despite my life experience, I decided it would be a good idea to get into drugs. I didn't realize the syntax error until I'd been addicted for a few years - and even then, it was difficult to find out where it lay. When drugs overwrote the system code in my life, the entire program slowed. My existence was a glitch - a paused video game where I couldn't score points. I had to hack the hardships out of my life, and this was far from easy. My life had been programmed in the background for me, and suddenly, I had to jump into an endless cycle of variables and factors that determined my actions, isolate the problems, and delete them. Deleting these parts of myself was painful, but it allowed my system to reboot and rehabilitate. I'm clean now, and I'm much more aware of my actions and their consequences.","TRUTH / dark past,ACCOUNTABILITY / damage confess,HARDSHIP,CONFIDENCE /  obstacles & challenge","Hardship Hacker,RAW SOUL REVEALER / past mistakes,Damage Detective,I-Examiner,Self awareness / confidence to admit",DRUGS/ALC,Nigel,male
"Addiction convinced me that I was always able to keep a healthy distance from things - drugs, dangerous relationships, bad situations. Addiction's not always right, though, but as an addict, I was ready to believe anything that could justify me buying the next bag of dope. Once my friends and family started keeping a healthy distance from me, I came to realize that I was wrong. I'd been unhealthily intimate with these detrimental situations. The only thing I needed to keep a healthy distance from was the dope, and as I did that, I watched the separation between me and my old friends shrink rapidly.","ABSTINENCE,COMMUNITY / healthy relationships,VULNERABILITY / Connection","Relationship Redeemer,RELATIONSHIPS / Healthy & supportive,Abstainer Amazer",DRUGS/ALC,Nigel,male
"I've always honoured honesty. It's a huge part of integrity - which is, well, integral to what makes a good person. Despite honouring honesty, my perception of it had been skewed. Be it from my own distorted reality, the voices I argued with in my head, or my refusal to accept other people's criticisms of my life - it didn't matter. The damage was done by a narcotic dependency. and the fact that I let my addiction take precedence over my old values. To be honourable is to humble oneself, and doing that was nigh impossible as an addict refusing to admit my problems. The point came where I had to, though. I had no choice. I had to bow down and honour the harsh honesty that my old friends had offered me before going their own ways. With some sense of hope and honesty restored, I was able to put myself through detox and find honour again.","TRUTH / self honesty,MINDSET / Perceptions,VULNERABILITY / to support my sobriety","ADMIT / honesty,VULNERABILITY / Radical self honesty,Values VIP’r,Mentality Mender",DRUGS/ALC,Nigel,male
"I used to always offer support to people who felt hopeless. It was instinct, I guess, to be empathetic. I could feel sadness from a mile away, and I always had a hug to offer. Maybe I grew tired of being the one offering help, because somehow I decided to get into drugs. I became addicted quite quickly, and soon, I was hopeless. I didn't want someone to hug me though - instead, I clung to my hopelessness, because it was the only way I could justify using drugs. I held onto it for as long as I could until I truly was at my wit's end - no house, no friends, no life. I clung to my hopelessness as long as I could, but it left me as a hollow shell. My family, bless them, were still there to give me a hug. They helped me get into detox, and at last, I saw a glimmer of hope. I held onto that as I found sobriety again, and soon I was back to where I used to be - wanting to help others through their struggles. The only difference is now I have ways to help some of the most difficult folk to talk to when they're feeling hopeless – addicts.","COMPASSION,HOPE,GRATITUDE / for others,WORTHINESS / connections & sharing","The Empathologist,Compassion Weaver,VULNERABILITY / support from others,NEW PATTERN PAINTER / share & learn",DRUGS/ALC,Nigel,male
" Handling hostility has long been a hobby of mine. I had a lot of aggressive friends as a child, and I was often the mediator that diffused tense situations. When I got into drugs, though, I lost this talent – I needed someone else to handle my own hostility. This, of course, wasn't easy. As an addict, I wasn't jumping to admit that I had a problem. Most of the folk who tried to help me, I rejected – there were only a couple people that I held so dear that I'd be willing to accept their criticisms of my actions. Even though I lost my house and my girlfriend, the last couple friendships that still stood were enough for me to check the way I'd been acting. I knew that nobody could handle my hostility but myself, so I went to detox. In detox, I got a grip on my own aggression. I realized the way I'd mistreated people, and myself. I used this knowledge to separate myself negative judgments and instead, use them as milestones to better myself as a person. Since detox, I've returned to my original ways of a hostility handler – but now, I have a heap of new experience that I can use to help drug addicts understand themselves in difficult situations.","CONFLICT,CONFESSION / denial,MINDSET / imperfection & acceptance,ACCOUNTABILITY / Own up","VULNERABILITY / mistakes & learning,The Aggrava-shunner,Venom Vaporizer,Qualm Quitter,NEW PATTERN PAINTER / share & learn",DRUGS/ALC,Nigel,male
"Doing drugs masked a lot of my feelings. What I didn't realize was how powerfully it projected those feelings onto those around me. Insecurity, depression, anger - these were all channeled aggressively at my friends, and when they started to leave me, I couldn't understand why. Drowning myself in dope, I'd put out the torch that illuminated my own ill feelings - and by blinding myself, my flaws shone much brighter to the people who knew me. When I had nothing left to hide from - homeless, loveless, friendless, hopeless - I realized that keeping the torch dim wasn't helping me. There was nothing left to hide from, and what I had hidden from, had only destroyed my life. It was time to illuminate the ill feelings I'd brought upon myself and accept the damage I'd done to everyone. With that guiding light, I led myself to detox and found the path back to happiness.","EMOTIONS,INNER /SELF / true self,FREEDOM / peace & harmony,GROWTH / successes","Ill Feelings Illuminator,Tender Feelings TBH’r,Inner Light Illuminator,Venom Vaporizer",DRUGS/ALC,Nigel,male
"I was quite a left-brained, logical kid. I liked mathematics, scientific analysis, things like that. I liked learning in a logical way. I logically deduced, during my teens, that experimenting with drugs would offer enough new perspective with minimal brain damage for me to expand my understanding of the world, without having any repercussions. Drugs sure changed the way my mind worked. After a few years of frying myself I was no longer logical - I was plain illogical. I began to justify using drugs that, deep down, I knew were hurting me. I got stuck in an illogical loop in which I justified using drugs to mask the pain that I felt because I'd been killing pain with drugs. Senseless, stupid - and incessant. My addiction fed into this loop for years until I'd eventually lost everything to it. Only when I sat alone at rock bottom, looking at the fragments of my old life, did some sense of logic come back. I needed to go clean, and I needed to do it now - so I did. I went through detox and found myself sober again after a painful period of withdrawal. My old sense of logic never quite returned - it seems the left brained boy I was became a right-brain oriented man - and I think I prefer it this way. I've lost interest in numbers and formulas, but I fill my days with creation - I write and play music, make art, pen poems, craft stories - and I'm happier now than ever before.","GROWTH / behavior & habits,INNER / SELF / patterns,INNER POWER / Tools","Illogical Looper,THOUGHTS / aware & examine,New Pattern Painter,Self awareness / habits & behavior",DRUGS/ALC,Nigel,male
" I'd always been a pretty impulsive kid. If I saw something I wanted to do, I'd do it. I held no worry about what other people might think. This was largely the reason I let myself get into drugs - seemed like a cool idea, so I jumped on it. For a few years, this destroyed any meager sense of control I might have had. In high school, if someone wanted to punch me, I'd dodge the blow because it would hurt. Now, as a drug addicted nobody, I willingly let myself get beaten down by dope all the time because I wanted them in my system. Soon it got to the point where I lost control over everything, and my whole life fell apart. Since then, I've been able to control my impulses. I had to learn how to, because if I didn't, I'd lose more than my house and my job. I'd lose my life, or if I didn't, the one I would lead would be horrible. I finally checked myself into a rehab and have learned to control any impulses that arise nowadays. Sure, the cravings strike back sometimes - but the struggle of detox strengthened my mind enough to know how to accept the craving for what it is. I don't deny it - I feel it, acknowledge it, discard it, and move on with the moment. I'm an impulse controller now.","CRAVINGS / will power & tools,CONTROL,INNER POWER / Self control & willpower","Controller Coaster,Compulsion KO’r,Craverade",DRUGS/ALC,Nigel,male
" Freedom's what life's about . I've always made my choices, crafted my future, and decided what to welcome into my life. I've always relished as much freedom as I could (even if it resulted in some unsightly looks from strangers.) I took that freedom for granted when I started using drugs. I couldn't tell at the time - I didn't admit for too many years that I had a problem. I thought I just did drugs recreationally, because I had the freedom to do so. Only now, since I've fought for my sobriety, can I look back and see that I was fighting against my freedom. I willingly, and relentlessly welcomed drugs into my life - long after it was obvious they were hurting me. I fight for freedom now, not to destroy it.","GROWTH / learning & mistakes,INNER / SELF / beliefs & insight,FREEDOM / past & let go","Inner Freedom Forager,Denial Denyer,Sober Selfie",DRUGS/ALC,Nigel,male
"I've always had a fairly complex personality - but I was always aware of that. I didn't need light to shine on me to tell me that I was an odd one. My inner layers were what led me to doing drugs. I blamed that on depression and anxiety - some of the inner layers I flaunted too proudly. When addiction struck, the depth of my character grew quite shallow. I was a shell of who I'd once been, guided only by drugs. The layers of personality I lived through were simply being high, or being dope-sick. It took some seriously tough situations for me to look beyond the dependency and remember that there had been more to me before my addiction. Throwing my life in the gutter shone some light to reveal my inner layers - the scared, addicted child I was, living in a man's body. I wanted myself back, so I forced myself into detox and came out clean. The revelations that followed this were incredible - it was like being born again. I found so much depth and clarity in myself as I revealed the layers I'd lost that I feel much I'm much better of a person than I could've been without the struggle.","CHANGE / self love & true self,INNER / SELF / beliefs & insight,FREEDOM","Black Hole Blesser,Deep Down Diver,RAW SOUL REVEALER / worthiness,Inner Soul X-Rayer",DRUGS/ALC,Nigel,male
"Taking my inner inventory was never a priority. I was who I was. I never gave it much thought, despite being insecure as a teenager. My insecurities were simply a part of me, but I didn't take notes about when they arose or why they were there. This was part of the reason I got into drugs, and became very addicted. My friends checked my inventory and found that there was less and less everyday. My external inventory, also, was lacking - I sold things, lost cars, eventually got evicted. I had nothing left but myself. This is when I started taking inventory on myself. What skills had I lost? What values were missing? What did I have that I used to be proud of that had since gone out of stock? These sorts of questions led me to realize that I had nothing left, and if I wanted to start checking off any sort of respectable inner inventory list, I had to clean up my act. I went to detox, and now my soul's shelves are stocked again with strong morals and values!","TRUTH / Inventory,INNER / SELF / beliefs & insight,MINDSET / imperfection & acceptance","CLOSET CONFESSOR / Inventory,Blemish Cherisher,Soul Tuner,Inner I-Opener",DRUGS/ALC,Nigel,male
"An urban definition of insanity (as miscredited to Einstein, Ben Franklin, Mark Twain, and a host of other famous folk) is doing something repetitively and expecting different results. Regardless of the truth behind this definition, this described my life as a junkie. I was convinced , every night, that I'd finally done the last of my dope. Every morning when I woke up, I'd roll around in bed, dopesick, and believe that I'd ride it out and never have to deal with it again. Every night and every morning, I'd be certain this change was coming - until I schemed up some way to get money. Insane or not, I had enough sense to eventually get myself into detox. Since then, I can see the folly of my flawed logic. I couldn't expect to change until I stopped feeding the cycle that I wanted to fix.","MINDSET / Clear headed,INNER / SELF / patterns,GROWTH / behavior & habits","Insanity SOS’r,Just One Justifier,Bipolar Coaster,New Pattern Painter / grit & progress",DRUGS/ALC,Nigel,male
